node,seg,start,offset,process,wait,down,idle,workId,agvId
AGV Route #47,66,593.100,593.100,0,0.100,0,0,,AGV-1
AGV Route #47,67,593.200,593.200,0,0,5.000,0,,AGV-1
AGV Route #47,68,598.200,598.200,0,0,0,21.200,,
AGV Route #47,69,619.400,619.400,3.000,0,0,0,,AGV-1
AGV Route #47,70,622.400,622.400,0,0.100,0,0,,AGV-1
AGV Route #47,71,622.500,622.500,0,0,5.000,0,29,AGV-1
AGV Route #47,72,627.500,627.500,0,3.200,0,0,,AGV-1
AGV Route #47,73,630.700,630.700,0,0,5.000,0,30,AGV-1
AGV Route #47,74,635.700,635.700,0,0.100,0,0,,AGV-1
AGV Route #47,75,635.800,635.800,0,0,5.000,0,,AGV-1
AGV Route #47,76,640.800,640.800,0,0,0,21.200,,
AGV Route #47,77,662.000,662.000,3.000,0,0,0,,AGV-1
AGV Route #47,78,665.000,665.000,0,0.100,0,0,,AGV-1
AGV Route #47,79,665.100,665.100,0,0,5.000,0,31,AGV-1
AGV Route #47,80,670.100,670.100,0,3.200,0,0,,AGV-1
AGV Route #47,81,673.300,673.300,0,0,5.000,0,32,AGV-1
AGV Route #47,82,678.300,678.300,0,0.100,0,0,,AGV-1
AGV Route #47,83,678.400,678.400,0,0,5.000,0,,AGV-1
AGV Route #47,84,683.400,683.400,0,0,0,21.200,,
AGV Route #47,85,704.600,704.600,3.000,0,0,0,,AGV-1
AGV Route #47,86,707.600,707.600,0,0.100,0,0,,AGV-1
AGV Route #47,87,707.700,707.700,0,0,5.000,0,33,AGV-1
AGV Route #47,88,712.700,712.700,0,3.200,0,0,,AGV-1
AGV Route #47,89,715.900,715.900,0,0,5.000,0,34,AGV-1
AGV Route #47,90,720.900,720.900,0,0.100,0,0,,AGV-1
AGV Route #47,91,721.000,721.000,0,0,5.000,0,,AGV-1
AGV Route #47,92,726.000,726.000,0,0,0,21.200,,
AGV Route #47,93,747.200,747.200,3.000,0,0,0,,AGV-1
AGV Route #47,94,750.200,750.200,0,0.100,0,0,,AGV-1
AGV Route #47,95,750.300,750.300,0,0,5.000,0,35,AGV-1
AGV Route #47,96,755.300,755.300,0,3.200,0,0,,AGV-1
AGV Route #47,97,758.500,758.500,0,0,5.000,0,36,AGV-1
AGV Route #47,98,763.500,763.500,0,0.100,0,0,,AGV-1
AGV Route #47,99,763.600,763.600,0,0,5.000,0,,AGV-1
AGV Route #47,100,768.600,768.600,0,0,0,21.200,,
AGV Route #47,101,789.800,789.800,3.000,0,0,0,,AGV-1
AGV Route #47,102,792.800,792.800,0,0.100,0,0,,AGV-1
AGV Route #47,103,792.900,792.900,0,0,5.000,0,37,AGV-1
AGV Route #47,104,797.900,797.900,0,3.200,0,0,,AGV-1
AGV Route #47,105,801.100,801.100,0,0,5.000,0,38,AGV-1
AGV Route #47,106,806.100,806.100,0,0.100,0,0,,AGV-1
AGV Route #47,107,806.200,806.200,0,0,5.000,0,,AGV-1
AGV Route #47,108,811.200,811.200,0,0,0,21.200,,
AGV Route #47,109,832.400,832.400,3.000,0,0,0,,AGV-1
AGV Route #47,110,835.400,835.400,0,0.100,0,0,,AGV-1
AGV Route #47,111,835.500,835.500,0,0,5.000,0,39,AGV-1
AGV Route #47,112,840.500,840.500,0,3.200,0,0,,AGV-1
AGV Route #47,113,843.700,843.700,0,0,5.000,0,40,AGV-1
AGV Route #47,114,848.700,848.700,0,0.100,0,0,,AGV-1
AGV Route #47,115,848.800,848.800,0,0,1.000,0,,AGV-1
AGV Route #48,1,249.800,249.800,0,0,0,5.800,,
AGV Route #48,2,255.600,255.600,3.000,0,0,0,,AGV-1
AGV Route #48,3,258.600,258.600,0,0.100,0,0,,AGV-1
AGV Route #48,4,258.700,258.700,0,0,0.500,0,,AGV-1
AGV Route #48,5,259.200,259.200,0,0,0,39.000,,
AGV Route #48,6,298.200,298.200,3.000,0,0,0,,AGV-1
AGV Route #48,7,301.200,301.200,0,0.100,0,0,,AGV-1
AGV Route #48,8,301.300,301.300,0,0,0.500,0,,AGV-1
AGV Route #48,9,301.800,301.800,0,0,0,39.000,,
AGV Route #48,10,340.800,340.800,3.000,0,0,0,,AGV-1
AGV Route #48,11,343.800,343.800,0,0.100,0,0,,AGV-1
AGV Route #48,12,343.900,343.900,0,0,0.500,0,,AGV-1
AGV Route #48,13,344.400,344.400,0,0,0,39.000,,
AGV Route #48,14,383.400,383.400,3.000,0,0,0,,AGV-1
AGV Route #48,15,386.400,386.400,0,0.100,0,0,,AGV-1
AGV Route #48,16,386.500,386.500,0,0,0.500,0,,AGV-1
AGV Route #48,17,387.000,387.000,0,0,0,39.000,,
AGV Route #48,18,426.000,426.000,3.000,0,0,0,,AGV-1
AGV Route #48,19,429.000,429.000,0,0.100,0,0,,AGV-1
AGV Route #48,20,429.100,429.100,0,0,0.500,0,,AGV-1
AGV Route #48,21,429.600,429.600,0,0,0,39.000,,
AGV Route #48,22,468.600,468.600,3.000,0,0,0,,AGV-1
AGV Route #48,23,471.600,471.600,0,0.100,0,0,,AGV-1
AGV Route #48,24,471.700,471.700,0,0,0.500,0,,AGV-1
AGV Route #48,25,472.200,472.200,0,0,0,39.000,,
AGV Route #48,26,511.200,511.200,3.000,0,0,0,,AGV-1
AGV Route #48,27,514.200,514.200,0,0.100,0,0,,AGV-1
AGV Route #48,28,514.300,514.300,0,0,0.500,0,,AGV-1
AGV Route #48,29,514.800,514.800,0,0,0,39.000,,
AGV Route #48,30,553.800,553.800,3.000,0,0,0,,AGV-1
AGV Route #48,31,556.800,556.800,0,0.100,0,0,,AGV-1
AGV Route #48,32,556.900,556.900,0,0,0.500,0,,AGV-1
AGV Route #48,33,557.400,557.400,0,0,0,39.000,,
AGV Route #48,34,596.400,596.400,3.000,0,0,0,,AGV-1
AGV Route #48,35,599.400,599.400,0,0.100,0,0,,AGV-1
AGV Route #48,36,599.500,599.500,0,0,0.500,0,,AGV-1
AGV Route #48,37,600.000,600.000,0,0,0,39.000,,
AGV Route #48,38,639.000,639.000,3.000,0,0,0,,AGV-1
AGV Route #48,39,642.000,642.000,0,0.100,0,0,,AGV-1
AGV Route #48,40,642.100,642.100,0,0,0.500,0,,AGV-1
AGV Route #48,41,642.600,642.600,0,0,0,39.000,,
AGV Route #48,42,681.600,681.600,3.000,0,0,0,,AGV-1
AGV Route #48,43,684.600,684.600,0,0.100,0,0,,AGV-1
AGV Route #48,44,684.700,684.700,0,0,0.500,0,,AGV-1
AGV Route #48,45,685.200,685.200,0,0,0,39.000,,
AGV Route #48,46,724.200,724.200,3.000,0,0,0,,AGV-1
AGV Route #48,47,727.200,727.200,0,0.100,0,0,,AGV-1
AGV Route #48,48,727.300,727.300,0,0,0.500,0,,AGV-1
AGV Route #48,49,727.800,727.800,0,0,0,39.000,,
AGV Route #48,50,766.800,766.800,3.000,0,0,0,,AGV-1
AGV Route #48,51,769.800,769.800,0,0.100,0,0,,AGV-1
AGV Route #48,52,769.900,769.900,0,0,0.500,0,,AGV-1
AGV Route #48,53,770.400,770.400,0,0,0,39.000,,
AGV Route #48,54,809.400,809.400,3.000,0,0,0,,AGV-1
AGV Route #48,55,812.400,812.400,0,0.100,0,0,,AGV-1
AGV Route #48,56,812.500,812.500,0,0,0.500,0,,AGV-1
AGV Route #48,57,813.000,813.000,0,0,0,36.800,,
AGV Route #49,1,249.800,249.800,0,0,0,25.600,,
AGV Route #49,2,275.400,275.400,3.000,0,0,0,,AGV-1
AGV Route #49,3,278.400,278.400,0,0.100,0,0,,AGV-1
AGV Route #49,4,278.500,278.500,0,0,0.500,0,,AGV-1
AGV Route #49,5,279.000,279.000,0,0,0,39.000,,
AGV Route #49,6,318.000,318.000,3.000,0,0,0,,AGV-1
AGV Route #49,7,321.000,321.000,0,0.100,0,0,,AGV-1
AGV Route #49,8,321.100,321.100,0,0,0.500,0,,AGV-1
AGV Route #49,9,321.600,321.600,0,0,0,39.000,,
AGV Route #49,10,360.600,360.600,3.000,0,0,0,,AGV-1
AGV Route #49,11,363.600,363.600,0,0.100,0,0,,AGV-1
AGV Route #49,12,363.700,363.700,0,0,0.500,0,,AGV-1
AGV Route #49,13,364.200,364.200,0,0,0,39.000,,
AGV Route #49,14,403.200,403.200,3.000,0,0,0,,AGV-1
AGV Route #49,15,406.200,406.200,0,0.100,0,0,,AGV-1
AGV Route #49,16,406.300,406.300,0,0,0.500,0,,AGV-1
AGV Route #49,17,406.800,406.800,0,0,0,39.000,,
AGV Route #49,18,445.800,445.800,3.000,0,0,0,,AGV-1
AGV Route #49,19,448.800,448.800,0,0.100,0,0,,AGV-1
AGV Route #49,20,448.900,448.900,0,0,0.500,0,,AGV-1
AGV Route #49,21,449.400,449.400,0,0,0,39.000,,
AGV Route #49,22,488.400,488.400,3.000,0,0,0,,AGV-1
AGV Route #49,23,491.400,491.400,0,0.100,0,0,,AGV-1
AGV Route #49,24,491.500,491.500,0,0,0.500,0,,AGV-1
AGV Route #49,25,492.000,492.000,0,0,0,39.000,,
AGV Route #49,26,531.000,531.000,3.000,0,0,0,,AGV-1
AGV Route #49,27,534.000,534.000,0,0.100,0,0,,AGV-1
AGV Route #49,28,534.100,534.100,0,0,0.500,0,,AGV-1
AGV Route #49,29,534.600,534.600,0,0,0,39.000,,
AGV Route #49,30,573.600,573.600,3.000,0,0,0,,AGV-1
AGV Route #49,31,576.600,576.600,0,0.100,0,0,,AGV-1
AGV Route #49,32,576.700,576.700,0,0,0.500,0,,AGV-1
AGV Route #49,33,577.200,577.200,0,0,0,39.000,,
AGV Route #49,34,616.200,616.200,3.000,0,0,0,,AGV-1
AGV Route #49,35,619.200,619.200,0,0.100,0,0,,AGV-1
AGV Route #49,36,619.300,619.300,0,0,0.500,0,,AGV-1
AGV Route #49,37,619.800,619.800,0,0,0,39.000,,
AGV Route #49,38,658.800,658.800,3.000,0,0,0,,AGV-1
AGV Route #49,39,661.800,661.800,0,0.100,0,0,,AGV-1
AGV Route #49,40,661.900,661.900,0,0,0.500,0,,AGV-1
AGV Route #49,41,662.400,662.400,0,0,0,39.000,,
AGV Route #49,42,701.400,701.400,3.000,0,0,0,,AGV-1
AGV Route #49,43,704.400,704.400,0,0.100,0,0,,AGV-1
AGV Route #49,44,704.500,704.500,0,0,0.500,0,,AGV-1
AGV Route #49,45,705.000,705.000,0,0,0,39.000,,
AGV Route #49,46,744.000,744.000,3.000,0,0,0,,AGV-1
AGV Route #49,47,747.000,747.000,0,0.100,0,0,,AGV-1
AGV Route #49,48,747.100,747.100,0,0,0.500,0,,AGV-1
AGV Route #49,49,747.600,747.600,0,0,0,39.000,,
AGV Route #49,50,786.600,786.600,3.000,0,0,0,,AGV-1
AGV Route #49,51,789.600,789.600,0,0.100,0,0,,AGV-1
AGV Route #49,52,789.700,789.700,0,0,0.500,0,,AGV-1
AGV Route #49,53,790.200,790.200,0,0,0,39.000,,
AGV Route #49,54,829.200,829.200,3.000,0,0,0,,AGV-1
AGV Route #49,55,832.200,832.200,0,0.100,0,0,,AGV-1
AGV Route #49,56,832.300,832.300,0,0,0.500,0,,AGV-1
AGV Route #49,57,832.800,832.800,0,0,0,17.000,,
AGV Route #50,1,249.800,249.800,0,0,0,12.100,,
AGV Route #50,2,261.900,261.900,3.000,0,0,0,,AGV-1
AGV Route #50,3,264.900,264.900,0,0,0,0.100,,AGV-1
AGV Route #50,4,265.000,265.000,3.000,0,0,0,13,AGV-1
AGV Route #50,5,268.000,268.000,0,0,0,4.200,,AGV-1
AGV Route #50,6,272.200,272.200,3.000,0,0,0,14,AGV-1
AGV Route #50,7,275.200,275.200,0,0.100,0,0,,AGV-1
AGV Route #50,8,275.300,275.300,0,0,0.500,0,,AGV-1
AGV Route #50,9,275.800,275.800,0,0,0,28.700,,
AGV Route #50,10,304.500,304.500,3.000,0,0,0,,AGV-1
AGV Route #50,11,307.500,307.500,0,0,0,0.100,,AGV-1
AGV Route #50,12,307.600,307.600,3.000,0,0,0,15,AGV-1
AGV Route #50,13,310.600,310.600,0,0,0,4.200,,AGV-1
AGV Route #50,14,314.800,314.800,3.000,0,0,0,16,AGV-1
AGV Route #50,15,317.800,317.800,0,0.100,0,0,,AGV-1
AGV Route #50,16,317.900,317.900,0,0,0.500,0,,AGV-1
AGV Route #50,17,318.400,318.400,0,0,0,28.700,,
AGV Route #50,18,347.100,347.100,3.000,0,0,0,,AGV-1
AGV Route #50,19,350.100,350.100,0,0,0,0.100,,AGV-1
AGV Route #50,20,350.200,350.200,3.000,0,0,0,17,AGV-1
AGV Route #50,21,353.200,353.200,0,0,0,4.200,,AGV-1
AGV Route #50,22,357.400,357.400,3.000,0,0,0,18,AGV-1
AGV Route #50,23,360.400,360.400,0,0.100,0,0,,AGV-1
AGV Route #50,24,360.500,360.500,0,0,0.500,0,,AGV-1
AGV Route #50,25,361.000,361.000,0,0,0,28.700,,
AGV Route #50,26,389.700,389.700,3.000,0,0,0,,AGV-1
AGV Route #50,27,392.700,392.700,0,0,0,0.100,,AGV-1
AGV Route #50,28,392.800,392.800,3.000,0,0,0,19,AGV-1
AGV Route #50,29,395.800,395.800,0,0,0,4.200,,AGV-1
AGV Route #50,30,400.000,400.000,3.000,0,0,0,20,AGV-1
AGV Route #50,31,403.000,403.000,0,0.100,0,0,,AGV-1
AGV Route #50,32,403.100,403.100,0,0,0.500,0,,AGV-1
AGV Route #50,33,403.600,403.600,0,0,0,28.700,,
AGV Route #50,34,432.300,432.300,3.000,0,0,0,,AGV-1
AGV Route #50,35,435.300,435.300,0,0,0,0.100,,AGV-1
AGV Route #50,36,435.400,435.400,3.000,0,0,0,21,AGV-1
AGV Route #50,37,438.400,438.400,0,0,0,4.200,,AGV-1
AGV Route #50,38,442.600,442.600,3.000,0,0,0,22,AGV-1
AGV Route #50,39,445.600,445.600,0,0.100,0,0,,AGV-1
AGV Route #50,40,445.700,445.700,0,0,0.500,0,,AGV-1
AGV Route #50,41,446.200,446.200,0,0,0,28.700,,
AGV Route #50,42,474.900,474.900,3.000,0,0,0,,AGV-1
AGV Route #50,43,477.900,477.900,0,0,0,0.100,,AGV-1
AGV Route #50,44,478.000,478.000,3.000,0,0,0,23,AGV-1
AGV Route #50,45,481.000,481.000,0,0,0,4.200,,AGV-1
AGV Route #50,46,485.200,485.200,3.000,0,0,0,24,AGV-1
AGV Route #50,47,488.200,488.200,0,0.100,0,0,,AGV-1
AGV Route #50,48,488.300,488.300,0,0,0.500,0,,AGV-1
AGV Route #50,49,488.800,488.800,0,0,0,28.700,,
AGV Route #50,50,517.500,517.500,3.000,0,0,0,,AGV-1
AGV Route #50,51,520.500,520.500,0,0,0,0.100,,AGV-1
AGV Route #50,52,520.600,520.600,3.000,0,0,0,25,AGV-1
AGV Route #50,53,523.600,523.600,0,0,0,4.200,,AGV-1
AGV Route #50,54,527.800,527.800,3.000,0,0,0,26,AGV-1
AGV Route #50,55,530.800,530.800,0,0.100,0,0,,AGV-1
AGV Route #50,56,530.900,530.900,0,0,0.500,0,,AGV-1
AGV Route #50,57,531.400,531.400,0,0,0,28.700,,
AGV Route #50,58,560.100,560.100,3.000,0,0,0,,AGV-1
AGV Route #50,59,563.100,563.100,0,0,0,0.100,,AGV-1
AGV Route #50,60,563.200,563.200,3.000,0,0,0,27,AGV-1
AGV Route #50,61,566.200,566.200,0,0,0,4.200,,AGV-1
AGV Route #50,62,570.400,570.400,3.000,0,0,0,28,AGV-1
AGV Route #50,63,573.400,573.400,0,0.100,0,0,,AGV-1
AGV Route #50,64,573.500,573.500,0,0,0.500,0,,AGV-1
AGV Route #50,65,574.000,574.000,0,0,0,28.700,,
AGV Route #50,66,602.700,602.700,3.000,0,0,0,,AGV-1
AGV Route #50,67,605.700,605.700,0,0,0,0.100,,AGV-1
AGV Route #50,68,605.800,605.800,3.000,0,0,0,29,AGV-1
AGV Route #50,69,608.800,608.800,0,0,0,4.200,,AGV-1
AGV Route #50,70,613.000,613.000,3.000,0,0,0,30,AGV-1
AGV Route #50,71,616.000,616.000,0,0.100,0,0,,AGV-1
AGV Route #50,72,616.100,616.100,0,0,0.500,0,,AGV-1
AGV Route #50,73,616.600,616.600,0,0,0,28.700,,
AGV Route #50,74,645.300,645.300,3.000,0,0,0,,AGV-1
AGV Route #50,75,648.300,648.300,0,0,0,0.100,,AGV-1
AGV Route #50,76,648.400,648.400,3.000,0,0,0,31,AGV-1
AGV Route #50,77,651.400,651.400,0,0,0,4.200,,AGV-1
AGV Route #50,78,655.600,655.600,3.000,0,0,0,32,AGV-1
AGV Route #50,79,658.600,658.600,0,0.100,0,0,,AGV-1
AGV Route #50,80,658.700,658.700,0,0,0.500,0,,AGV-1
AGV Route #50,81,659.200,659.200,0,0,0,28.700,,
AGV Route #50,82,687.900,687.900,3.000,0,0,0,,AGV-1
AGV Route #50,83,690.900,690.900,0,0,0,0.100,,AGV-1
AGV Route #50,84,691.000,691.000,3.000,0,0,0,33,AGV-1
AGV Route #50,85,694.000,694.000,0,0,0,4.200,,AGV-1
AGV Route #50,86,698.200,698.200,3.000,0,0,0,34,AGV-1
AGV Route #50,87,701.200,701.200,0,0.100,0,0,,AGV-1
AGV Route #50,88,701.300,701.300,0,0,0.500,0,,AGV-1
AGV Route #50,89,701.800,701.800,0,0,0,28.700,,
AGV Route #50,90,730.500,730.500,3.000,0,0,0,,AGV-1
AGV Route #50,91,733.500,733.500,0,0,0,0.100,,AGV-1
AGV Route #50,92,733.600,733.600,3.000,0,0,0,35,AGV-1
AGV Route #50,93,736.600,736.600,0,0,0,4.200,,AGV-1
AGV Route #50,94,740.800,740.800,3.000,0,0,0,36,AGV-1
AGV Route #50,95,743.800,743.800,0,0.100,0,0,,AGV-1
AGV Route #50,96,743.900,743.900,0,0,0.500,0,,AGV-1
AGV Route #50,97,744.400,744.400,0,0,0,28.700,,
AGV Route #50,98,773.100,773.100,3.000,0,0,0,,AGV-1
AGV Route #50,99,776.100,776.100,0,0,0,0.100,,AGV-1
AGV Route #50,100,776.200,776.200,3.000,0,0,0,37,AGV-1
AGV Route #50,101,779.200,779.200,0,0,0,4.200,,AGV-1
AGV Route #50,102,783.400,783.400,3.000,0,0,0,38,AGV-1
AGV Route #50,103,786.400,786.400,0,0.100,0,0,,AGV-1
AGV Route #50,104,786.500,786.500,0,0,0.500,0,,AGV-1
AGV Route #50,105,787.000,787.000,0,0,0,28.700,,
AGV Route #50,106,815.700,815.700,3.000,0,0,0,,AGV-1
AGV Route #50,107,818.700,818.700,0,0,0,0.100,,AGV-1
AGV Route #50,108,818.800,818.800,3.000,0,0,0,39,AGV-1
AGV Route #50,109,821.800,821.800,0,0,0,4.200,,AGV-1
AGV Route #50,110,826.000,826.000,3.000,0,0,0,40,AGV-1
AGV Route #50,111,829.000,829.000,0,0.100,0,0,,AGV-1
AGV Route #50,112,829.100,829.100,0,0,0.500,0,,AGV-1
AGV Route #50,113,829.600,829.600,0,0,0,20.200,,
AGV Route #51,1,249.800,249.800,0,0,0,2.600,,
AGV Route #51,2,252.400,252.400,3.000,0,0,0,,AGV-1
AGV Route #51,3,255.400,255.400,0,0.100,0,0,,AGV-1
AGV Route #51,4,255.500,255.500,0,0,0.500,0,,AGV-1
AGV Route #51,5,256.000,256.000,0,0,0,39.000,,
AGV Route #51,6,295.000,295.000,3.000,0,0,0,,AGV-1
AGV Route #51,7,298.000,298.000,0,0.100,0,0,,AGV-1
AGV Route #51,8,298.100,298.100,0,0,0.500,0,,AGV-1
AGV Route #51,9,298.600,298.600,0,0,0,39.000,,
AGV Route #51,10,337.600,337.600,3.000,0,0,0,,AGV-1
AGV Route #51,11,340.600,340.600,0,0.100,0,0,,AGV-1
AGV Route #51,12,340.700,340.700,0,0,0.500,0,,AGV-1
AGV Route #51,13,341.200,341.200,0,0,0,39.000,,
AGV Route #51,14,380.200,380.200,3.000,0,0,0,,AGV-1
AGV Route #51,15,383.200,383.200,0,0.100,0,0,,AGV-1
AGV Route #51,16,383.300,383.300,0,0,0.500,0,,AGV-1
AGV Route #51,17,383.800,383.800,0,0,0,39.000,,
AGV Route #51,18,422.800,422.800,3.000,0,0,0,,AGV-1
AGV Route #51,19,425.800,425.800,0,0.100,0,0,,AGV-1
AGV Route #51,20,425.900,425.900,0,0,0.500,0,,AGV-1
AGV Route #51,21,426.400,426.400,0,0,0,39.000,,
AGV Route #51,22,465.400,465.400,3.000,0,0,0,,AGV-1
AGV Route #51,23,468.400,468.400,0,0.100,0,0,,AGV-1
AGV Route #51,24,468.500,468.500,0,0,0.500,0,,AGV-1
AGV Route #51,25,469.000,469.000,0,0,0,39.000,,
AGV Route #51,26,508.000,508.000,3.000,0,0,0,,AGV-1
AGV Route #51,27,511.000,511.000,0,0.100,0,0,,AGV-1
AGV Route #51,28,511.100,511.100,0,0,0.500,0,,AGV-1
AGV Route #51,29,511.600,511.600,0,0,0,39.000,,
AGV Route #51,30,550.600,550.600,3.000,0,0,0,,AGV-1
AGV Route #51,31,553.600,553.600,0,0.100,0,0,,AGV-1
AGV Route #51,32,553.700,553.700,0,0,0.500,0,,AGV-1
AGV Route #51,33,554.200,554.200,0,0,0,39.000,,
AGV Route #51,34,593.200,593.200,3.000,0,0,0,,AGV-1
AGV Route #51,35,596.200,596.200,0,0.100,0,0,,AGV-1
AGV Route #51,36,596.300,596.300,0,0,0.500,0,,AGV-1
AGV Route #51,37,596.800,596.800,0,0,0,39.000,,
AGV Route #51,38,635.800,635.800,3.000,0,0,0,,AGV-1
AGV Route #51,39,638.800,638.800,0,0.100,0,0,,AGV-1
AGV Route #51,40,638.900,638.900,0,0,0.500,0,,AGV-1
AGV Route #51,41,639.400,639.400,0,0,0,39.000,,
AGV Route #51,42,678.400,678.400,3.000,0,0,0,,AGV-1
AGV Route #51,43,681.400,681.400,0,0.100,0,0,,AGV-1
AGV Route #51,44,681.500,681.500,0,0,0.500,0,,AGV-1
AGV Route #51,45,682.000,682.000,0,0,0,39.000,,
AGV Route #51,46,721.000,721.000,3.000,0,0,0,,AGV-1
AGV Route #51,47,724.000,724.000,0,0.100,0,0,,AGV-1
AGV Route #51,48,724.100,724.100,0,0,0.500,0,,AGV-1
AGV Route #51,49,724.600,724.600,0,0,0,39.000,,
AGV Route #51,50,763.600,763.600,3.000,0,0,0,,AGV-1
AGV Route #51,51,766.600,766.600,0,0.100,0,0,,AGV-1
AGV Route #51,52,766.700,766.700,0,0,0.500,0,,AGV-1
AGV Route #51,53,767.200,767.200,0,0,0,39.000,,
AGV Route #51,54,806.200,806.200,3.000,0,0,0,,AGV-1
AGV Route #51,55,809.200,809.200,0,0.100,0,0,,AGV-1
AGV Route #51,56,809.300,809.300,0,0,0.500,0,,AGV-1
AGV Route #51,57,809.800,809.800,0,0,0,39.000,,
AGV Route #51,58,848.800,848.800,1.000,0,0,0,,AGV-1
Equipment #53,1,249.800,249.800,1.500,0,0,0,12,
Equipment #53,2,251.300,251.300,0,0.100,0,0,12,
Equipment #53,3,251.400,251.400,0,0,2.000,0,12,
Equipment #53,4,253.400,253.400,0,0,0,0.100,12,
Equipment #53,5,253.500,253.500,0,0,0,28.200,,
Equipment #53,6,281.700,281.700,5.000,0,0,0,13,
Equipment #53,7,286.700,286.700,0,0.100,0,0,13,
Equipment #53,8,286.800,286.800,0,0,3.000,0,13,
Equipment #53,9,289.800,289.800,0,0,0,0.100,13,
Equipment #53,10,289.900,289.900,4.000,0,0,0,14,
Equipment #53,11,293.900,293.900,0,0.100,0,0,14,
Equipment #53,12,294.000,294.000,0,0,2.000,0,14,
Equipment #53,13,296.000,296.000,0,0,0,0.100,14,
Equipment #53,14,296.100,296.100,0,0,0,28.200,,
Equipment #53,15,324.300,324.300,5.000,0,0,0,15,
Equipment #53,16,329.300,329.300,0,0.100,0,0,15,
Equipment #53,17,329.400,329.400,0,0,3.000,0,15,
Equipment #53,18,332.400,332.400,0,0,0,0.100,15,
Equipment #53,19,332.500,332.500,4.000,0,0,0,16,
Equipment #53,20,336.500,336.500,0,0.100,0,0,16,
Equipment #53,21,336.600,336.600,0,0,2.000,0,16,
Equipment #53,22,338.600,338.600,0,0,0,0.100,16,
Equipment #53,23,338.700,338.700,0,0,0,28.200,,
Equipment #53,24,366.900,366.900,5.000,0,0,0,17,
Equipment #53,25,371.900,371.900,0,0.100,0,0,17,
Equipment #53,26,372.000,372.000,0,0,3.000,0,17,
Equipment #53,27,375.000,375.000,0,0,0,0.100,17,
Equipment #53,28,375.100,375.100,4.000,0,0,0,18,
Equipment #53,29,379.100,379.100,0,0.100,0,0,18,
Equipment #53,30,379.200,379.200,0,0,2.000,0,18,
Equipment #53,31,381.200,381.200,0,0,0,0.100,18,
Equipment #53,32,381.300,381.300,0,0,0,28.200,,
Equipment #53,33,409.500,409.500,5.000,0,0,0,19,
Equipment #53,34,414.500,414.500,0,0.100,0,0,19,
Equipment #53,35,414.600,414.600,0,0,3.000,0,19,
Equipment #53,36,417.600,417.600,0,0,0,0.100,19,
Equipment #53,37,417.700,417.700,4.000,0,0,0,20,
Equipment #53,38,421.700,421.700,0,0.100,0,0,20,
Equipment #53,39,421.800,421.800,0,0,2.000,0,20,
Equipment #53,40,423.800,423.800,0,0,0,0.100,20,
Equipment #53,41,423.900,423.900,0,0,0,28.200,,
Equipment #53,42,452.100,452.100,5.000,0,0,0,21,
Equipment #53,43,457.100,457.100,0,0.100,0,0,21,
Equipment #53,44,457.200,457.200,0,0,3.000,0,21,
Equipment #53,45,460.200,460.200,0,0,0,0.100,21,
Equipment #53,46,460.300,460.300,4.000,0,0,0,22,
Equipment #53,47,464.300,464.300,0,0.100,0,0,22,
Equipment #53,48,464.400,464.400,0,0,2.000,0,22,
Equipment #53,49,466.400,466.400,0,0,0,0.100,22,
Equipment #53,50,466.500,466.500,0,0,0,28.200,,
Equipment #53,51,494.700,494.700,5.000,0,0,0,23,
Equipment #53,52,499.700,499.700,0,0.100,0,0,23,
Equipment #53,53,499.800,499.800,0,0,3.000,0,23,
Equipment #53,54,502.800,502.800,0,0,0,0.100,23,
Equipment #53,55,502.900,502.900,4.000,0,0,0,24,
Equipment #53,56,506.900,506.900,0,0.100,0,0,24,
Equipment #53,57,507.000,507.000,0,0,2.000,0,24,
Equipment #53,58,509.000,509.000,0,0,0,0.100,24,
Equipment #53,59,509.100,509.100,0,0,0,28.200,,
Equipment #53,60,537.300,537.300,5.000,0,0,0,25,
Equipment #53,61,542.300,542.300,0,0.100,0,0,25,
Equipment #53,62,542.400,542.400,0,0,3.000,0,25,
Equipment #53,63,545.400,545.400,0,0,0,0.100,25,
Equipment #53,64,545.500,545.500,4.000,0,0,0,26,
Equipment #53,65,549.500,549.500,0,0.100,0,0,26,
Equipment #53,66,549.600,549.600,0,0,2.000,0,26,
Equipment #53,67,551.600,551.600,0,0,0,0.100,26,
Equipment #53,68,551.700,551.700,0,0,0,28.200,,
Equipment #53,69,579.900,579.900,5.000,0,0,0,27,
Equipment #53,70,584.900,584.900,0,0.100,0,0,27,
Equipment #53,71,585.000,585.000,0,0,3.000,0,27,
Equipment #53,72,588.000,588.000,0,0,0,0.100,27,
Equipment #53,73,588.100,588.100,4.000,0,0,0,28,
Equipment #53,74,592.100,592.100,0,0.100,0,0,28,
Equipment #53,75,592.200,592.200,0,0,2.000,0,28,
Equipment #53,76,594.200,594.200,0,0,0,0.100,28,
Equipment #53,77,594.300,594.300,0,0,0,28.200,,
Equipment #53,78,622.500,622.500,5.000,0,0,0,29,
Equipment #53,79,627.500,627.500,0,0.100,0,0,29,
Equipment #53,80,627.600,627.600,0,0,3.000,0,29,
Equipment #53,81,630.600,630.600,0,0,0,0.100,29,
Equipment #53,82,630.700,630.700,4.000,0,0,0,30,
Equipment #53,83,634.700,634.700,0,0.100,0,0,30,
Equipment #53,84,634.800,634.800,0,0,2.000,0,30,
